#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_segmento;Taxa_de_administração;Quantidade_de_grupos_ativos;Quantidade_de_grupos_constituídos_no_mês;Quantidade_de_grupos_encerrados_no_mês;Quantidade_de_cotas_comercializadas_no_mês;Quantidade_de_cotas_excluídas_a_comercializar;Quantidade_acumulada_de_cotas_ativas_contempladas;Quantidade_de_cotas_ativas_não_contempladas;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
CLUBE NAVAL;33868654;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202506;2;13,44255;0;0;0;0;0;44;3;0;42;5;0;41;25;15
CNF CONS NAC LTDA;59129403;202506;3;16,33940;14;0;0;13;256;4595;790;30;4727;533;125;6594;2413;953
CNF CONS NAC LTDA;59129403;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNF CONS NAC LTDA;59129403;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNP CONSORCIO S.A. ADM CONS;05349595;202506;1;18,92873;41;1;0;1102;61720;29968;24794;315;50526;2345;1891;118724;9037;6806
CNP CONSORCIO S.A. ADM CONS;05349595;202506;2;14,97237;1;0;0;52;232;45;259;1;263;8;33;232;7;18
CNP CONSORCIO S.A. ADM CONS;05349595;202506;3;15,95530;50;0;2;393;20941;43747;5812;351;43762;4874;923;44342;21719;5727
CNP CONSORCIO S.A. ADM CONS;05349595;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNP CONSORCIO S.A. ADM CONS;05349595;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CNP CONSORCIO S.A. ADM CONS;05349595;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COIMEX ADM CONS S.A.;27268770;202506;1;12,45879;29;0;0;840;4567;3070;17797;96;18925;203;1739;18882;390;1056
COIMEX ADM CONS S.A.;27268770;202506;2;12,24000;1;0;0;2;14;4;44;0;42;1;5;22;0;1
COIMEX ADM CONS S.A.;27268770;202506;3;11,31836;30;0;0;1412;2665;6873;18019;239;21668;854;2370;14948;1412;1159
COIMEX ADM CONS S.A.;27268770;202506;4;11,27707;8;0;0;403;1341;3141;6174;104;8039;310;966;6254;1169;579
COIMEX ADM CONS S.A.;27268770;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;9;0;0
COIMEX ADM CONS S.A.;27268770;202506;6;9,95641;2;0;0;31;298;300;354;15;544;37;73;497;84;83
CONBR ADM CONS S.A.;75770164;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBR ADM CONS S.A.;75770164;202506;2;13,08070;16;0;0;86;180;1986;1408;26;3092;159;143;1737;644;647
CONBR ADM CONS S.A.;75770164;202506;3;14,94426;7;1;0;52;97;128;769;6;802;8;87;281;9;74
CONBR ADM CONS S.A.;75770164;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBR ADM CONS S.A.;75770164;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBR ADM CONS S.A.;75770164;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBRAV ADM CONS LTDA;07336852;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBRAV ADM CONS LTDA;07336852;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBRAV ADM CONS LTDA;07336852;202506;3;17,89032;10;0;0;49;667;852;564;15;1227;121;68;1804;381;86
CONBRAV ADM CONS LTDA;07336852;202506;4;19,42699;16;0;0;105;651;2170;1478;48;3121;381;146;4452;713;258
CONBRAV ADM CONS LTDA;07336852;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONBRAV ADM CONS LTDA;07336852;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONESUL ADM CONS LTDA;92459213;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONESUL ADM CONS LTDA;92459213;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONESUL ADM CONS LTDA;92459213;202506;3;13,92590;2;0;0;0;57;230;34;0;209;21;34;194;143;25
CONESUL ADM CONS LTDA;92459213;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONESUL ADM CONS LTDA;92459213;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONESUL ADM CONS LTDA;92459213;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202506;2;12,87009;2;0;0;134;849;138;1153;10;1173;13;105;1541;1;52
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202506;3;20,15512;170;2;6;6006;60933;25880;49853;454;63727;4190;7816;122049;10187;3293
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202506;4;20,97297;0;0;0;0;0;2870;201;29;2466;554;51;6277;1467;263
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONS. NACIONAL VOLKSWAGEN LTDA.;47658539;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSCLIC ADM CONS LTDA.;56103171;202506;1;16,54750;1;1;0;179;0;2;177;2;178;0;1;0;0;2
CONSCLIC ADM CONS LTDA.;56103171;202506;2;14,00000;1;1;0;546;0;4;542;4;546;0;0;0;0;3
CONSCLIC ADM CONS LTDA.;56103171;202506;3;16,15280;1;0;0;34;30;25;276;3;275;1;25;37;0;17
CONSCLIC ADM CONS LTDA.;56103171;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSCLIC ADM CONS LTDA.;56103171;202506;5;17,86900;1;0;0;0;14;53;92;4;132;8;5;14;0;22
CONSCLIC ADM CONS LTDA.;56103171;202506;6;17,68570;1;0;0;3;4;17;53;3;58;2;10;4;0;7
CONSHOP ADM. CONS. LTDA;44196293;202506;1;14,28149;7;0;2;4;261;1250;439;5;1555;41;91;816;1077;106
CONSHOP ADM. CONS. LTDA;44196293;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSHOP ADM. CONS. LTDA;44196293;202506;3;12,12461;36;1;3;31;1192;1332;863;16;1650;189;351;1441;710;280
CONSHOP ADM. CONS. LTDA;44196293;202506;4;10,54851;3;0;0;0;173;192;36;1;197;15;16;306;147;43
CONSHOP ADM. CONS. LTDA;44196293;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSHOP ADM. CONS. LTDA;44196293;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO GAZIN;06044551;202506;1;21,43476;7;0;0;382;2272;928;5537;23;4990;96;1379;10240;101;414
CONSORCIO GAZIN;06044551;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO GAZIN;06044551;202506;3;14,80855;27;1;0;1213;699;16372;14990;441;27120;1649;2593;20580;4714;1835
CONSORCIO GAZIN;06044551;202506;4;20,22275;20;0;0;652;472;11660;10802;301;18679;1382;2401;21981;3402;1296
CONSORCIO GAZIN;06044551;202506;5;14,09898;7;0;0;419;1551;3157;3599;181;5471;548;737;5045;796;731
CONSORCIO GAZIN;06044551;202506;6;21,49660;4;0;0;72;417;1166;523;50;1328;248;113;1267;513;167
CONSORCIO NACIONAL NANUQUE;05652765;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO NACIONAL NANUQUE;05652765;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO NACIONAL NANUQUE;05652765;202506;3;15,43142;6;0;0;85;184;1339;1438;26;2360;204;213;3254;450;122
CONSORCIO NACIONAL NANUQUE;05652765;202506;4;21,92411;9;0;1;81;65;3355;1021;36;3633;545;198;5976;1690;235
CONSORCIO NACIONAL NANUQUE;05652765;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO NACIONAL NANUQUE;05652765;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202506;2;12,81108;30;0;0;214;37;6827;7329;109;13159;436;561;3279;2367;1186
CONSORCIO VOLVO;74118381;202506;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO VOLVO;74118381;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO RESERVA;28904092;202506;1;23,87599;3;0;0;323;2165;131;1256;3;1046;39;302;11333;2;52
CONSÓRCIO RESERVA;28904092;202506;2;21,41250;4;0;0;204;4159;333;1227;8;1215;96;249;16261;13;52
CONSÓRCIO RESERVA;28904092;202506;3;18,61623;8;0;0;187;8058;825;728;33;1139;226;188;31891;137;179
CONSÓRCIO RESERVA;28904092;202506;4;22,34483;1;0;0;150;2107;121;430;15;412;34;105;5330;5;80
CONSÓRCIO RESERVA;28904092;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONSÓRCIO RESERVA;28904092;202506;6;19,50000;1;0;0;3;728;28;4;1;24;6;2;1382;9;10
CONVEF ADM CONS LTDA.;58919903;202506;1;19,90071;5;0;0;13;529;1888;883;18;2522;171;78;10998;783;283
CONVEF ADM CONS LTDA.;58919903;202506;2;16,44444;0;0;0;0;97;124;47;0;141;23;7;255;57;2
CONVEF ADM CONS LTDA.;58919903;202506;3;15,72500;11;0;0;116;1803;5137;3297;74;7520;466;448;7738;3047;359
CONVEF ADM CONS LTDA.;58919903;202506;4;20,56041;1;0;0;0;123;389;0;0;370;19;0;522;368;1
CONVEF ADM CONS LTDA.;58919903;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CONVEF ADM CONS LTDA.;58919903;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202506;1;23,10169;8;0;0;238;2200;449;3552;8;2832;73;1096;17136;20;139
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202506;2;22,43000;5;0;0;50;2961;462;1312;6;1218;132;424;12418;29;51
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202506;3;17,24000;11;0;0;449;7179;3216;5668;65;5966;783;2135;45846;844;259
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202506;5;18,46000;1;0;0;6;173;32;168;0;60;13;127;219;0;7
COOPERATIVA MISTA ROMA (ANTIGA JOCKEY) - PROIBIDA;61550836;202506;6;20,99000;1;0;0;10;207;14;189;1;165;1;37;252;0;2
DESTAQUE ADM. CONS. LTDA;05794450;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202506;3;14,96410;5;1;0;110;163;313;606;11;774;47;98;804;85;60
DESTAQUE ADM. CONS. LTDA;05794450;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTAQUE ADM. CONS. LTDA;05794450;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISAL  ADM CONS LTDA;59395061;202506;1;18,29800;2;0;0;0;676;321;3;0;290;34;0;1659;217;16
DISAL  ADM CONS LTDA;59395061;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISAL  ADM CONS LTDA;59395061;202506;3;19,14342;273;0;4;5622;124783;64710;73818;1065;115565;9340;13623;280822;20099;8345
DISAL  ADM CONS LTDA;59395061;202506;4;18,79401;0;0;0;0;0;1871;473;18;1942;285;117;6967;725;225
DISAL  ADM CONS LTDA;59395061;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DISAL  ADM CONS LTDA;59395061;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ELDORADO ADM CONSORCIO;08570707;202506;1;19,00850;2;0;0;34;92;241;394;3;551;50;34;1137;53;35
ELDORADO ADM CONSORCIO;08570707;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ELDORADO ADM CONSORCIO;08570707;202506;3;16,84467;14;1;0;109;965;1904;1442;35;2989;234;123;3387;891;126
ELDORADO ADM CONSORCIO;08570707;202506;4;18,67236;10;0;0;41;1119;1658;802;29;2152;224;84;3109;748;153
ELDORADO ADM CONSORCIO;08570707;202506;5;16,87500;0;0;0;0;0;8;0;0;8;0;0;15;6;0
ELDORADO ADM CONSORCIO;08570707;202506;6;24,58774;3;0;0;21;97;163;196;7;295;37;27;291;23;30
EMBRACON ADM CONS S.A.;58113812;202506;1;20,98993;103;1;0;6865;4320;35648;95203;659;118280;2571;10000;236570;12029;9807
EMBRACON ADM CONS S.A.;58113812;202506;2;12,57471;28;0;0;573;1621;4543;7104;124;10171;481;995;5883;1126;862
EMBRACON ADM CONS S.A.;58113812;202506;3;14,72146;111;1;1;6185;3292;50912;75309;1362;111946;4735;9540;120622;21314;7619
EMBRACON ADM CONS S.A.;58113812;202506;4;16,64015;21;0;0;682;509;7936;9301;270;15179;750;1308;17651;2719;1555
EMBRACON ADM CONS S.A.;58113812;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EMBRACON ADM CONS S.A.;58113812;202506;6;14,77695;10;1;0;247;297;2227;2198;116;3790;322;313;2308;729;491
EUTBEM ADM CONS S.A.;40513064;202506;1;16,49900;1;0;0;28;40;2;238;0;137;0;103;53;0;2
EUTBEM ADM CONS S.A.;40513064;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202506;3;22,78400;3;0;0;232;147;50;1118;2;821;2;345;832;1;26
EUTBEM ADM CONS S.A.;40513064;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUTBEM ADM CONS S.A.;40513064;202506;6;17,66000;1;0;0;0;72;47;0;0;31;16;0;80;24;2
EVOY ADM CONS LTDA.;42735881;202506;1;23,91211;1;0;0;400;1410;52;3173;1;1606;1;1618;1956;0;30
EVOY ADM CONS LTDA.;42735881;202506;2;25,94348;1;0;0;137;1027;21;774;1;419;5;371;1113;0;15
EVOY ADM CONS LTDA.;42735881;202506;3;24,75038;3;0;0;802;9295;342;6378;23;3104;39;3577;13680;15;169
EVOY ADM CONS LTDA.;42735881;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EVOY ADM CONS LTDA.;42735881;202506;5;20,32036;1;0;0;1;116;8;48;1;24;0;32;116;0;7
EVOY ADM CONS LTDA.;42735881;202506;6;21,59294;3;0;0;79;613;14;410;1;197;2;225;626;0;6
FANCAR ADM CONS LTDA.;11747606;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202506;3;13,17450;20;1;0;118;376;1603;1173;31;2487;144;145;1346;829;164
FANCAR ADM CONS LTDA.;11747606;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FANCAR ADM CONS LTDA.;11747606;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FARROUPILHA ADM CONS LTDA;91107581;202506;1;23,72458;4;0;0;88;8437;1186;1920;8;2598;170;338;20224;396;309
FARROUPILHA ADM CONS LTDA;91107581;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FARROUPILHA ADM CONS LTDA;91107581;202506;3;19,34216;9;0;0;54;2235;1004;841;11;1473;194;178;4201;319;172
FARROUPILHA ADM CONS LTDA;91107581;202506;4;13,50799;287;0;0;0;2131;40544;2248;15;39148;3639;5;3775;38474;68
FARROUPILHA ADM CONS LTDA;91107581;202506;5;20,77864;4;0;0;0;3954;2174;492;30;2167;430;69;6398;1229;314
FARROUPILHA ADM CONS LTDA;91107581;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202506;3;7,00000;1;0;0;0;4;54;15;2;67;2;0;6;15;13
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202506;5;7,00000;1;0;0;0;0;7;20;1;25;0;2;0;0;3
FED.NAC.ASSOC.SERV.BCO CENTRAL;33350620;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ CONSORCIOS;00600262;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ CONSORCIOS;00600262;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ CONSORCIOS;00600262;202506;3;12,00000;4;0;0;1;4;452;192;8;578;48;18;119;250;49
FERRAZ CONSORCIOS;00600262;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ CONSORCIOS;00600262;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FERRAZ CONSORCIOS;00600262;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202506;3;18,54959;6;1;0;66;273;375;593;16;831;50;87;733;89;56
FINAMA ADM CONS LTDA;45725975;202506;4;17,66019;22;0;0;88;1308;2232;1423;53;3184;212;259;3518;1083;230
FINAMA ADM CONS LTDA;45725975;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FINAMA ADM CONS LTDA;45725975;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIPAL;78688462;202506;1;18,45391;3;0;0;21;173;494;1264;5;1600;77;81;856;122;115
FIPAL;78688462;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIPAL;78688462;202506;3;13,24260;19;0;0;39;327;1571;1881;59;3056;216;180;1114;378;235
FIPAL;78688462;202506;4;15,63690;1;0;0;0;21;477;16;1;463;24;6;197;394;11
FIPAL;78688462;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FIPAL;78688462;202506;6;17,79370;1;0;0;0;31;46;17;2;48;11;4;42;13;10
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202506;1;9,55927;26;0;0;159;72;9938;5644;90;15178;188;216;4683;5127;2384
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202506;3;8,04712;15;0;0;90;35;3963;1711;57;5413;178;83;851;1998;678
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202506;4;7,87872;16;0;0;106;49;4428;1859;58;5998;162;127;965;2565;861
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FUNDACAO HAB. DO EXERCITO-FHE;00643742;202506;6;9,50000;4;0;0;0;6;369;57;4;392;31;3;104;187;108
GAMBATTO ADM CONS LTDA;82942400;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAMBATTO ADM CONS LTDA;82942400;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAMBATTO ADM CONS LTDA;82942400;202506;3;2,04810;23;1;0;63;163;1758;1090;29;2554;131;163;195;896;68
GAMBATTO ADM CONS LTDA;82942400;202506;4;6,99440;15;0;0;7;487;782;469;18;1066;88;97;505;249;63
GAMBATTO ADM CONS LTDA;82942400;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAMBATTO ADM CONS LTDA;82942400;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAP ADM CONS LTDA.;45700892;202506;1;10,83041;12;0;0;8;257;1079;578;0;1280;311;66;316;704;3
GAP ADM CONS LTDA.;45700892;202506;2;10,04344;63;0;0;183;385;6391;2979;26;8333;824;213;534;3924;24
GAP ADM CONS LTDA.;45700892;202506;3;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAP ADM CONS LTDA.;45700892;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAP ADM CONS LTDA.;45700892;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAP ADM CONS LTDA.;45700892;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAPLAN ADM CONS LTDA;47820097;202506;1;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAPLAN ADM CONS LTDA;47820097;202506;2;10,90007;107;0;0;99;703;13921;2868;4;14736;1738;315;883;10906;9
GAPLAN ADM CONS LTDA;47820097;202506;3;12,03711;23;0;0;21;118;1533;380;1;1783;101;29;193;1140;0
GAPLAN ADM CONS LTDA;47820097;202506;4;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAPLAN ADM CONS LTDA;47820097;202506;5;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAPLAN ADM CONS LTDA;47820097;202506;6;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLOBO ADM. CONS. LTDA.;85322204;202506;1;23,08097;5;0;0;30;1706;380;1381;7;1249;73;439;2866;100;65
GLOBO ADM. CONS. LTDA.;85322204;202506;2;0,00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
